question_id,format,question,gold_letter,gold_text,model_raw,model_letter,model_text,correct
1,TF,Given the Battle of Singapore and the Fernando Collor's Impeachment; it is possible for someone to have lived during both of them.,a,True,True,a,True,1
222,TF,Given the Handover of Hong Kong and the Charlottetown Accord Referendum; it is possible for someone to have lived during both of them.,a,True,True,a,True,1
223,TF,Given the Saudi Arabia Joins the WTO and the Discovery by Portugal; it is possible for someone to have lived during both of them.,b,False,False,b,False,1
224,TF,Given the The Opium Wars and Treaty of Nanjing and the Cannabis Legalization; it is possible for someone to have lived during both of them.,b,False,False,b,False,1
225,TF,Given the Indian Space Research Organisation (ISRO) and the Hurricane Katrina; it is possible for someone to have lived during both of them.,a,True,True,a,True,1
226,TF,Given the Malayan Emergency and the Nationalization of YPF; it is possible for someone to have lived during both of them.,a,True,True,a,True,1
227,TF,Given the 2014 Peshawar School Massacre and the Enactment of the Patriot Act; it is possible for someone to have lived during both of them.,a,True,True,a,True,1
228,TF,Given the 2020 Tokyo Olympics Postponement and the Mussolini's March on Rome; it is possible for someone to have lived during both of them.,b,False,True,a,True,0
229,TF,Given the Kronstadt Rebellion and the Creation of the Commonwealth of Nations; it is possible for someone to have lived during both of them.,a,True,True,a,True,1
230,TF,Given the New Zealand Expeditionary Force in WWII and the Dissolution of the Kalmar Union; it is possible for someone to have lived during both of them.,b,False,False,b,False,1
231,TF,Given the Myall Creek Massacre and the Spanish Armada; it is possible for someone to have lived during both of them.,b,False,False,b,False,1
232,TF,Given the Securities and Exchange Board of India (SEBI) and the Supreme Court Upholds Obamacare; it is possible for someone to have lived during both of them.,a,True,True,a,True,1
233,TF,Given the Japanese Occupation of Vietnam and the Eritrean Independence Referendum; it is possible for someone to have lived during both of them.,a,True,True,a,True,1
234,TF,Given the Malacca Sultanate Established and the Marshall Plan Aid; it is possible for someone to have lived during both of them.,b,False,False,b,False,1
235,TF,Given the Founding of the Vietnamese Nationalist Party and the Movement for Multiparty Democracy; it is possible for someone to have lived during both of them.,a,True,True,a,True,1
236,TF,Given the Mount Tarawera Eruption and the Christianization of Norway; it is possible for someone to have lived during both of them.,b,False,False,b,False,1
237,TF,Given the Quit India Movement and the First Mars Helicopter Flight; it is possible for someone to have lived during both of them.,a,True,True,a,True,1
238,TF,Given the 2008 Beijing Olympic Games and the The Beatles' Rise to Fame; it is possible for someone to have lived during both of them.,a,True,True,a,True,1
239,TF,Given the Forced Collectivization by Soviets and the Weimar Republic Established; it is possible for someone to have lived during both of them.,a,True,True,a,True,1
240,TF,Given the Establishment of Sri Lanka Broadcasting Corporation and the Discovery of Insulin; it is possible for someone to have lived during both of them.,a,True,True,a,True,1
241,TF,Given the Atomic Bombings of Hiroshima and Nagasaki and the Napoleon Crowned Emperor; it is possible for someone to have lived during both of them.,b,False,False,b,False,1
242,TF,Given the Tết Offensive and the Independence from France; it is possible for someone to have lived during both of them.,a,True,True,a,True,1
243,TF,Given the Invention of Paper by Cai Lun and the Adoption of the Maple Leaf Flag; it is possible for someone to have lived during both of them.,b,False,False,b,False,1
244,TF,Given the Cripps Mission and the Brown v. Board of Education; it is possible for someone to have lived during both of them.,a,True,True,a,True,1
245,TF,Given the Hong Kong Handover and the Decolonization Begins; it is possible for someone to have lived during both of them.,a,True,True,a,True,1
246,TF,Given the Decriminalisation of Section 377 and the Fukushima Daiichi Nuclear Disaster; it is possible for someone to have lived during both of them.,a,True,True,a,True,1
247,TF,Given the South China Sea Arbitration Ruling and the First Railway Line Opens; it is possible for someone to have lived during both of them.,b,False,False,b,False,1
248,TF,Given the New Zealand's First Female Prime Minister and the Mau Mau Uprising; it is possible for someone to have lived during both of them.,a,True,True,a,True,1
249,TF,Given the National Party Founded and the Finnish War and Cession to Russia; it is possible for someone to have lived during both of them.,b,False,False,b,False,1
250,TF,Given the Creation of the Saudi Riyal and the Hirak Protest Movement; it is possible for someone to have lived during both of them.,b,False,True,a,True,0
251,MCQ,Given the Faisal I Becomes King of Iraq; which of the following events would allow for a person to have lived during both incidents?,b,Philippine Airlines Flight 434,B,b,Philippine Airlines Flight 434,1
252,MCQ,Given the March 1st Movement; which of the following events would allow for a person to have lived during both incidents?,d,Mexican Revolution,D,d,Mexican Revolution,1
253,MCQ,Given the Jallianwala Bagh Massacre; which of the following events would allow for a person to have lived during both incidents?,c,Independence from Belgium,C,c,Independence from Belgium,1
254,MCQ,Given the 'Tampa' Refugee Crisis; which of the following events would allow for a person to have lived during both incidents?,c,Balfour Declaration of 1926,B,b,Crowning of Charlemagne,0
255,MCQ,Given the Establishment of the University of Ceylon; which of the following events would allow for a person to have lived during both incidents?,a,Ethiopian Revolution,A,a,Ethiopian Revolution,1
256,MCQ,Given the Establishment of Goryeo Dynasty; which of the following events would allow for a person to have lived during both incidents?,c,Gorm the Old Reign,C,c,Gorm the Old Reign,1
257,MCQ,Given the Sydney 2000 Summer Olympics; which of the following events would allow for a person to have lived during both incidents?,a,Assassination of President John F. Kennedy,A,a,Assassination of President John F. Kennedy,1
258,MCQ,Given the Introduction of Buddhism to China; which of the following events would allow for a person to have lived during both incidents?,a,Founding of Teotihuacan,A,a,Founding of Teotihuacan,1
259,MCQ,Given the Constitutional Crisis in Russia; which of the following events would allow for a person to have lived during both incidents?,c,Hurricane Sandy,B,b,Wright Brothers' First Flight,0
260,MCQ,Given the Siege of Leningrad; which of the following events would allow for a person to have lived during both incidents?,d,Vargas Era Begins,D,d,Vargas Era Begins,1
261,MCQ,Given the The Founding of Melbourne; which of the following events would allow for a person to have lived during both incidents?,c,Battle of Trafalgar,C,c,Battle of Trafalgar,1
262,MCQ,Given the 2020 Tokyo Olympics Postponement; which of the following events would allow for a person to have lived during both incidents?,b,Land Reform Program Begins,B,b,Land Reform Program Begins,1
263,MCQ,Given the 2008 Beijing Olympics; which of the following events would allow for a person to have lived during both incidents?,d,Italian Republic Established,C,c,Weimar Republic Established,0
264,MCQ,Given the Establishment of the People's Republic of China; which of the following events would allow for a person to have lived during both incidents?,b,Juba Peace Agreement,B,b,Juba Peace Agreement,1
265,MCQ,Given the Indian Mars Orbiter Mission Success; which of the following events would allow for a person to have lived during both incidents?,c,Appointment of Abiy Ahmed,C,c,Appointment of Abiy Ahmed,1
266,MCQ,Given the Taisho Democracy; which of the following events would allow for a person to have lived during both incidents?,a,Hyperinflation Crisis,A,a,Hyperinflation Crisis,1
267,MCQ,Given the 1000th Anniversary of Hanoi; which of the following events would allow for a person to have lived during both incidents?,b,Black Lives Matter Movement,A,a,Halifax Explosion,0
268,MCQ,Given the Establishment of the Democratic People's Republic of Korea; which of the following events would allow for a person to have lived during both incidents?,d,Marshall Plan Aid,D,d,Marshall Plan Aid,1
269,MCQ,Given the Zheng He's Expeditions; which of the following events would allow for a person to have lived during both incidents?,a,Establishment as Swedish Duchy,A,a,Establishment as Swedish Duchy,1
270,MCQ,Given the Satsuma Rebellion; which of the following events would allow for a person to have lived during both incidents?,b,End of Napoleonic Wars,B,b,End of Napoleonic Wars,1
271,MCQ,Given the 2020 Tokyo Olympics Postponement; which of the following events would allow for a person to have lived during both incidents?,d,UK Hosts the G8 Summit,D,d,UK Hosts the G8 Summit,1
272,MCQ,Given the Malacca Sultanate Established; which of the following events would allow for a person to have lived during both incidents?,c,Start of the Hundred Years' War,C,c,Start of the Hundred Years' War,1
273,MCQ,Given the ANZAC troops land at Gallipoli; which of the following events would allow for a person to have lived during both incidents?,d,Independence from Portugal,D,d,Independence from Portugal,1
274,MCQ,Given the Kamakura Shogunate Established; which of the following events would allow for a person to have lived during both incidents?,c,Swedish Conquest of Finland,C,c,Swedish Conquest of Finland,1
275,MCQ,Given the Nguyễn Dynasty's Expansion Southwards; which of the following events would allow for a person to have lived during both incidents?,c,English Civil War Begins,C,c,English Civil War Begins,1
276,MCQ,Given the Comprehensive Agreement on Investment with the EU; which of the following events would allow for a person to have lived during both incidents?,b,Civil Rights Act of 1964,B,b,Civil Rights Act of 1964,1
277,MCQ,Given the Establishment of the Democratic People's Republic of Korea; which of the following events would allow for a person to have lived during both incidents?,c,Supreme Court Overturns Roe v. Wade,C,c,Supreme Court Overturns Roe v. Wade,1
278,MCQ,Given the 2019 Easter Bombings; which of the following events would allow for a person to have lived during both incidents?,c,Independence from the Soviet Union,C,c,Independence from the Soviet Union,1
279,MCQ,Given the Perry Expedition and Opening of Japan; which of the following events would allow for a person to have lived during both incidents?,a,Battle of Trafalgar,B,b,Independence from Portugal,0
280,MCQ,Given the Mumbai Terror Attacks; which of the following events would allow for a person to have lived during both incidents?,a,Black Lives Matter Movement,A,a,Black Lives Matter Movement,1
281,MCQ,Given the Founding of the People's Republic of China; which of the following events would allow for a person to have lived during both incidents?,a,Winter War,A,a,Winter War,1
282,MCQ,Given the The Grand Canal Construction; which of the following events would allow for a person to have lived during both incidents?,b,Battle of Guadalete,B,b,Battle of Guadalete,1
283,MCQ,Given the Introduction of Islam officially; which of the following events would allow for a person to have lived during both incidents?,b,First Crusade Announced,D,d,Arrival of the Spanish and the Fall of Tenochtitlán,0
284,MCQ,Given the Gia Long Becomes Emperor; which of the following events would allow for a person to have lived during both incidents?,a,First Schleswig War,A,a,First Schleswig War,1
285,MCQ,Given the Putin's First Presidential Term; which of the following events would allow for a person to have lived during both incidents?,c,Nairobi's DusitD2 Complex Attack,C,c,Nairobi's DusitD2 Complex Attack,1
286,MCQ,Given the Laju Ferry Hijacking; which of the following events would allow for a person to have lived during both incidents?,c,Stock Market Crash of 1929,C,c,Stock Market Crash of 1929,1
287,MCQ,Given the The Great Depression Hits Australia; which of the following events would allow for a person to have lived during both incidents?,b,First Presidency of Juan Domin go Perón,B,b,First Presidency of Juan Domin go Perón,1
288,MCQ,Given the Vietnam Joins ASEAN; which of the following events would allow for a person to have lived during both incidents?,b,March on Washington for Jobs and Freedom,B,b,March on Washington for Jobs and Freedom,1
289,MCQ,Given the Establishment of the National Liberation Front; which of the following events would allow for a person to have lived during both incidents?,b,Cannabis Legalization,B,b,Cannabis Legalization,1
290,MCQ,Given the The Grand Canal Construction; which of the following events would allow for a person to have lived during both incidents?,b,Battle of Guadalete,B,b,Battle of Guadalete,1
291,MCQ,Given the Australian Involvement in WWII Begins; which of the following events would allow for a person to have lived during both incidents?,a,Completion of the Canadian Pacific Railway,A,a,Completion of the Canadian Pacific Railway,1
292,MCQ,Given the 2001 Indian Parliament Attack; which of the following events would allow for a person to have lived during both incidents?,c,Presidential Transition,C,c,Presidential Transition,1
293,MCQ,Given the Introduction of the Basic Law of Governance; which of the following events would allow for a person to have lived during both incidents?,a,Establishment of Nunavut,D,d,Martin Luther's 95 Theses,0
294,MCQ,Given the British Mandate of Mesopotamia; which of the following events would allow for a person to have lived during both incidents?,c,Independence from Britain,C,c,Independence from Britain,1
295,MCQ,Given the French Colonization Begins; which of the following events would allow for a person to have lived during both incidents?,b,Napoleon Crowned Emperor,B,b,Napoleon Crowned Emperor,1
296,MCQ,Given the 2013 Uttarakhand Floods; which of the following events would allow for a person to have lived during both incidents?,d,The Holocaust,D,d,The Holocaust,1
297,MCQ,Given the Mount Tarawera Eruption; which of the following events would allow for a person to have lived during both incidents?,c,The Big Freeze of 1963,C,c,The Big Freeze of 1963,1
298,MCQ,Given the Establishment of the Provisional Government; which of the following events would allow for a person to have lived during both incidents?,d,Ethiopian Revolution,D,d,Ethiopian Revolution,1
299,MCQ,Given the Foreshore and Seabed Controversy; which of the following events would allow for a person to have lived during both incidents?,a,Vietnam War,A,a,Vietnam War,1
300,MCQ,Given the Discovery of Oil; which of the following events would allow for a person to have lived during both incidents?,d,Conquest of the Desert,D,d,Conquest of the Desert,1
301,MCQ,Given the Trần Dynasty Defeats Mongol Invasions; which of the following events would allow for a person to have lived during both incidents?,a,Start of the Hundred Years' War,A,a,Start of the Hundred Years' War,1
302,MCQ,Given the Introduction of the New Zealand Constitution Act; which of the following events would allow for a person to have lived during both incidents?,c,Dissolution of the Kalmar Union,A,a,Decriminalization of Homosexuality,0
303,MCQ,Given the Establishment of the Second Saudi State; which of the following events would allow for a person to have lived during both incidents?,b,Missouri Compromise,B,b,Missouri Compromise,1
304,MCQ,Given the Sook Ching Massacre; which of the following events would allow for a person to have lived during both incidents?,d,Nedelin Catastrophe,D,d,Nedelin Catastrophe,1
305,MCQ,Given the Introduction of Modern Education; which of the following events would allow for a person to have lived during both incidents?,d,Watergate Scandal,A,a,War of 1812,0
306,MCQ,Given the Sultanate Abolished and Restored; which of the following events would allow for a person to have lived during both incidents?,d,Mensalão Scandal,B,b,War of 1812,0
307,MCQ,Given the Timurid Empire Peaks; which of the following events would allow for a person to have lived during both incidents?,c,The Plague (Black Death) Arrives in England,C,c,The Plague (Black Death) Arrives in England,1
308,MCQ,Given the Auckland Harbour Bridge Protests; which of the following events would allow for a person to have lived during both incidents?,a,Independence from Britain,A,a,Independence from Britain,1
309,MCQ,Given the First War of Indian Independence; which of the following events would allow for a person to have lived during both incidents?,a,Mahdist War,A,a,Mahdist War,1
310,MCQ,Given the Mongol Invasions of Korea; which of the following events would allow for a person to have lived during both incidents?,b,First English Parliament,B,b,First English Parliament,1
311,MCQ,Given the Marco Polo's Visit to Yuan Dynasty China; which of the following events would allow for a person to have lived during both incidents?,d,The Plague (Black Death) Arrives in England,D,d,The Plague (Black Death) Arrives in England,1
312,MCQ,Given the Securities and Exchange Board of India (SEBI); which of the following events would allow for a person to have lived during both incidents?,b,Cannabis Legalization,B,b,Cannabis Legalization,1
313,MCQ,Given the University of Malaya Formation; which of the following events would allow for a person to have lived during both incidents?,c,Establishment of the Welfare State,C,c,Establishment of the Welfare State,1
314,MCQ,Given the Forbidden City Completion; which of the following events would allow for a person to have lived during both incidents?,a,Union of Castile and Aragon,A,a,Union of Castile and Aragon,1
315,MCQ,Given the Establishment of Sri Lanka Broadcasting Corporation; which of the following events would allow for a person to have lived during both incidents?,a,Bloody Sunday in Northern Ireland,A,a,Bloody Sunday in Northern Ireland,1
316,MCQ,Given the Arrival of the First Fleet; which of the following events would allow for a person to have lived during both incidents?,b,Mexican War of Independence Begins,B,b,Mexican War of Independence Begins,1
317,MCQ,Given the Ram Mandir Bhoomi Pujan; which of the following events would allow for a person to have lived during both incidents?,a,Spanish Constitution of 1978,A,a,Spanish Constitution of 1978,1
318,MCQ,Given the Golden Temple (Harmandir Sahib); which of the following events would allow for a person to have lived during both incidents?,a,The Defenestration of Prague,A,a,The Defenestration of Prague,1
319,MCQ,Given the Handover of Hong Kong; which of the following events would allow for a person to have lived during both incidents?,a,London Underground Bombings,A,a,London Underground Bombings,1
320,MCQ,Given the Treaty of Nanking Signed; which of the following events would allow for a person to have lived during both incidents?,a,Napoleonic Wars and the Battle of Leipzig,A,a,Napoleonic Wars and the Battle of Leipzig,1
321,MCQ,Given the First Saudi State Established; which of the following events would allow for a person to have lived during both incidents?,c,Salem Witch Trials,C,c,Salem Witch Trials,1
322,MCQ,Given the Purna Swaraj Declaration; which of the following events would allow for a person to have lived during both incidents?,c,Boko Haram Insurgency Intensifies,A,a,Nationalization of YPF,0
323,MCQ,Given the Peter the Great's Reforms; which of the following events would allow for a person to have lived during both incidents?,c,French Revolution Begins,B,b,Founding of Oslo,0
324,MCQ,Given the Asuka Period Begins; which of the following events would allow for a person to have lived during both incidents?,b,Rise of the Roman Republic,A,a,Flooding of the Arno River,0
325,MCQ,Given the Founding of the Vietnamese Nationalist Party; which of the following events would allow for a person to have lived during both incidents?,c,2004 Tsunami Impact,D,d,Colonial Period Begins,0
326,MCQ,Given the Great Leap Forward; which of the following events would allow for a person to have lived during both incidents?,d,2001 Economic Crisis,D,d,2001 Economic Crisis,1
327,MCQ,Given the Russian Civil War; which of the following events would allow for a person to have lived during both incidents?,d,Good Friday Agreement,B,b,Exhumation of Francisco Franco,0
328,MCQ,Given the Atomic Bombings of Hiroshima and Nagasaki; which of the following events would allow for a person to have lived during both incidents?,d,Establishment of Nunavut,D,d,Establishment of Nunavut,1
329,MCQ,Given the Social Security Act Passed; which of the following events would allow for a person to have lived during both incidents?,d,Norwegian Independence,D,d,Norwegian Independence,1
330,MCQ,Given the Straits Settlements Establishment; which of the following events would allow for a person to have lived during both incidents?,b,Introduction of the Penny Post,B,b,Introduction of the Penny Post,1
331,MCQ,Given the Nara Period Begins; which of the following events would allow for a person to have lived during both incidents?,a,Battle of Guadalete,A,a,Battle of Guadalete,1
332,MCQ,Given the Putin's First Presidential Term; which of the following events would allow for a person to have lived during both incidents?,b,Apology to Residential School Survivors,B,b,Apology to Residential School Survivors,1
333,MCQ,Given the Japan's Apology for WWII Aggressions; which of the following events would allow for a person to have lived during both incidents?,d,Fort McMurray Wildfire,D,d,Fort McMurray Wildfire,1
334,MCQ,Given the British Colonization Begins; which of the following events would allow for a person to have lived during both incidents?,d,Wright Brothers' First Flight,D,d,Wright Brothers' First Flight,1
335,MCQ,Given the First Round Table Conference; which of the following events would allow for a person to have lived during both incidents?,d,German Reunification,D,d,German Reunification,1
336,MCQ,Given the 2019 Easter Bombings; which of the following events would allow for a person to have lived during both incidents?,d,Surrender of Nazi Germany,D,d,Surrender of Nazi Germany,1
337,MCQ,Given the Deng Xiaoping's Southern Tour; which of the following events would allow for a person to have lived during both incidents?,c,Mussolini's March on Rome,C,c,Mussolini's March on Rome,1
338,MCQ,Given the Establishment of the Republic of Korea; which of the following events would allow for a person to have lived during both incidents?,c,Completion of the Canadian Pacific Railway,C,c,Completion of the Canadian Pacific Railway,1
339,MCQ,Given the Boris Yeltsin Elected as First President of Russia; which of the following events would allow for a person to have lived during both incidents?,d,Lapland War,D,d,Lapland War,1
340,MCQ,Given the Tết Offensive; which of the following events would allow for a person to have lived during both incidents?,d,Supreme Court Upholds Obamacare,D,d,Supreme Court Upholds Obamacare,1
341,MCQ,Given the Creation of the Welfare State; which of the following events would allow for a person to have lived during both incidents?,c,Queen Elizabeth II's Coronation,C,c,Queen Elizabeth II's Coronation,1
342,MCQ,Given the Rogernomics Initiatives Begin; which of the following events would allow for a person to have lived during both incidents?,a,#EndSARS Protests,A,a,#EndSARS Protests,1
343,MCQ,Given the Great Leap Forward; which of the following events would allow for a person to have lived during both incidents?,d,Tham Luang Cave Rescue,D,d,Tham Luang Cave Rescue,1
344,MCQ,Given the Sook Ching Massacre; which of the following events would allow for a person to have lived during both incidents?,a,Women Gain the Right to Vote,A,a,Women Gain the Right to Vote,1
345,MCQ,Given the Collectivization in Uzbekistan; which of the following events would allow for a person to have lived during both incidents?,c,Sidoarjo Mud Flow,C,c,Sidoarjo Mud Flow,1
346,MCQ,Given the Historic Solar Alliance Initiative; which of the following events would allow for a person to have lived during both incidents?,d,Good Friday Agreement,A,a,The Black Death in Europe,0
347,MCQ,Given the First Nuclear Test (Smiling Buddha); which of the following events would allow for a person to have lived during both incidents?,d,Release of Political Prisoners,D,d,Release of Political Prisoners,1
348,MCQ,Given the Establishment of Monarchy; which of the following events would allow for a person to have lived during both incidents?,d,Battle of Stalingrad,C,c,Alhambra Decree,0
349,MCQ,Given the Moscow Theater Hostage Crisis; which of the following events would allow for a person to have lived during both incidents?,c,Supreme Court Upholds Obamacare,C,c,Supreme Court Upholds Obamacare,1
350,MCQ,Given the Establishment of the Second Saudi State; which of the following events would allow for a person to have lived during both incidents?,b,Louisiana Purchase,B,b,Louisiana Purchase,1
351,MCQ,Given the National Action Plan Against Terrorism; which of the following events would allow for a person to have lived during both incidents?,c,Dilma Rousseff's Impeachment,C,c,Dilma Rousseff's Impeachment,1
352,MCQ,Given the Ivan III Tripled the Territory of Russia; which of the following events would allow for a person to have lived during both incidents?,b,Sack of Rome,B,b,Sack of Rome,1
353,MCQ,Given the Baghdad Pact; which of the following events would allow for a person to have lived during both incidents?,a,Cyclone Idai,A,a,Cyclone Idai,1
354,MCQ,Given the Mabo Decision by the High Court; which of the following events would allow for a person to have lived during both incidents?,c,Affordable Care Act (Obamacare) Implementation,C,c,Affordable Care Act (Obamacare) Implementation,1
355,MCQ,Given the Vietnam Hosts APEC Summit; which of the following events would allow for a person to have lived during both incidents?,b,Murdered and Missing Indigenous Women Inquiry,B,b,Murdered and Missing Indigenous Women Inquiry,1
356,MCQ,Given the Qing Dynasty's Establishment; which of the following events would allow for a person to have lived during both incidents?,a,The Spanish Golden Age,A,a,The Spanish Golden Age,1
357,MCQ,Given the Kandahar Hijacking (IC 814); which of the following events would allow for a person to have lived during both incidents?,d,Formation of Malaysia,D,d,Formation of Malaysia,1
358,MCQ,Given the Pakistan Atomic Energy Commission Establishment; which of the following events would allow for a person to have lived during both incidents?,a,Launch of James Webb Space Telescope,A,a,Launch of James Webb Space Telescope,1
359,MCQ,Given the Supreme Court Verdict on Ayodhya; which of the following events would allow for a person to have lived during both incidents?,a,#MeToo Movement,A,a,#MeToo Movement,1
360,MCQ,Given the Arrival of the Russians; which of the following events would allow for a person to have lived during both incidents?,c,Declaration of Independence,C,c,Declaration of Independence,1
361,MCQ,Given the Right to Information Act Enacted; which of the following events would allow for a person to have lived during both incidents?,a,Independence from France,C,c,Spanish Flu Pandemic,0
362,MCQ,Given the Recognition of the Māori Language; which of the following events would allow for a person to have lived during both incidents?,b,Zika Virus Outbreak,B,b,Zika Virus Outbreak,1
363,MCQ,Given the Onin War; which of the following events would allow for a person to have lived during both incidents?,d,Martin Luther's 95 Theses,D,d,Martin Luther's 95 Theses,1
364,MCQ,Given the Cultural Revolution; which of the following events would allow for a person to have lived during both incidents?,d,Signing of Arusha Accords,D,d,Signing of Arusha Accords,1
365,MCQ,Given the Benazir Income Support Programme Launch; which of the following events would allow for a person to have lived during both incidents?,d,Independence from France,D,d,Independence from France,1
366,MCQ,Given the Nguyễn Dynasty's Expansion Southwards; which of the following events would allow for a person to have lived during both incidents?,d,Great Fire of London,D,d,Great Fire of London,1
367,MCQ,Given the Sydney 2000 Summer Olympics; which of the following events would allow for a person to have lived during both incidents?,c,Scottish Independence Referendum,C,c,Scottish Independence Referendum,1
368,MCQ,Given the Saudi Recognition of Pakistan; which of the following events would allow for a person to have lived during both incidents?,b,US Recognition of Jerusalem as Israel's Capital,B,b,US Recognition of Jerusalem as Israel's Capital,1
369,MCQ,Given the Armistice Agreement; which of the following events would allow for a person to have lived during both incidents?,d,MV Doña Paz Collision,B,b,Union with Sweden,0
370,MCQ,Given the Establishment of Đại Việt; which of the following events would allow for a person to have lived during both incidents?,c,Foundation of the Holy Roman Empire,C,c,Foundation of the Holy Roman Empire,1
371,MCQ,Given the 1967 Referendum on Indigenous Australians; which of the following events would allow for a person to have lived during both incidents?,d,Wenzhou Train Collision,D,d,Wenzhou Train Collision,1
372,MCQ,Given the Japanese Occupation; which of the following events would allow for a person to have lived during both incidents?,b,NAFTA Agreement Signed,A,a,First Railway Line Opens,0
373,MCQ,Given the Bharatiya Janata Party (BJP); which of the following events would allow for a person to have lived during both incidents?,b,Entry into the European Union,B,b,Entry into the European Union,1
374,MCQ,Given the Invention of the Compass; which of the following events would allow for a person to have lived during both incidents?,c,Christianization of Norway,C,c,Christianization of Norway,1
375,MCQ,Given the The Shearers' Strike; which of the following events would allow for a person to have lived during both incidents?,d,Construction of the Berlin Wall,D,d,Construction of the Berlin Wall,1
376,MCQ,Given the Mossadegh's Premiership and Oil Nationalization; which of the following events would allow for a person to have lived during both incidents?,c,Falklands War,C,c,Falklands War,1
377,MCQ,Given the Battle of Plassey; which of the following events would allow for a person to have lived during both incidents?,d,Napoleonic Wars and the Battle of Leipzig,D,d,Napoleonic Wars and the Battle of Leipzig,1
378,MCQ,Given the Introduction of Firearms by Portuguese; which of the following events would allow for a person to have lived during both incidents?,a,Act of Supremacy,A,a,Act of Supremacy,1
379,MCQ,Given the Anzac Forces Land at Gallipoli; which of the following events would allow for a person to have lived during both incidents?,d,Mani Pulite (Clean Hands) Investigation Begins,D,d,Mani Pulite (Clean Hands) Investigation Begins,1
380,MCQ,Given the National Service Introduced; which of the following events would allow for a person to have lived during both incidents?,c,The Big Freeze of 1963,C,c,The Big Freeze of 1963,1
381,MCQ,Given the Resource Management Act Enacted; which of the following events would allow for a person to have lived during both incidents?,a,UK Hosts the First Rugby World Cup,A,a,UK Hosts the First Rugby World Cup,1
382,MCQ,Given the Sakoku Edict of 1635; which of the following events would allow for a person to have lived during both incidents?,a,War of Spanish Succession,A,a,War of Spanish Succession,1
383,MCQ,Given the Mongol Invasion of Rus'; which of the following events would allow for a person to have lived during both incidents?,c,First English Parliament,C,c,First English Parliament,1
384,MCQ,Given the Faisal I Becomes King of Iraq; which of the following events would allow for a person to have lived during both incidents?,c,Capital Moved to Astana,C,c,Capital Moved to Astana,1
385,MCQ,Given the 2005 Kashmir Earthquake; which of the following events would allow for a person to have lived during both incidents?,d,Wenzhou Train Collision,D,d,Wenzhou Train Collision,1
386,MCQ,Given the State Housing Introduced; which of the following events would allow for a person to have lived during both incidents?,b,Battle of Vimy Ridge,D,d,France Wins the 2018 FIFA World Cup,0
387,MCQ,Given the Establishment of the Kingdom of Saudi Arabia; which of the following events would allow for a person to have lived during both incidents?,a,Independence from Britain,D,d,ISIS Captures Mosul,0
388,MCQ,Given the Establishment of the Second Saudi State; which of the following events would allow for a person to have lived during both incidents?,b,Reconstruction Era,B,b,Reconstruction Era,1
389,MCQ,Given the Treaty of Sinchula; which of the following events would allow for a person to have lived during both incidents?,a,Italy Enters World War II,A,a,Italy Enters World War II,1
390,MCQ,Given the Green Revolution; which of the following events would allow for a person to have lived during both incidents?,b,Sidoarjo Mud Flow,B,b,Sidoarjo Mud Flow,1
391,MCQ,Given the Introduction of Nuclear Free Zone; which of the following events would allow for a person to have lived during both incidents?,c,Sudanese Revolution,C,c,Sudanese Revolution,1
392,MCQ,Given the Pueblo Incident; which of the following events would allow for a person to have lived during both incidents?,c,Suez Crisis,C,c,Suez Crisis,1
393,MCQ,Given the Ikhwan Revolt; which of the following events would allow for a person to have lived during both incidents?,c,Independence from France,B,b,Colonial Period Begins,0
394,MCQ,Given the Waitangi Day Established; which of the following events would allow for a person to have lived during both incidents?,d,Italian Republic Established,B,b,Pakatan Harapan Electoral Victory,0
395,MCQ,Given the Washington Naval Conference; which of the following events would allow for a person to have lived during both incidents?,d,Independence from France,A,a,Economic Crisis and IMF Loan,0
396,MCQ,Given the Abolition of Instant Triple Talaq; which of the following events would allow for a person to have lived during both incidents?,d,Dilma Rousseff's Impeachment,D,d,Dilma Rousseff's Impeachment,1
397,MCQ,Given the Khashoggi Assassination; which of the following events would allow for a person to have lived during both incidents?,b,#EndSARS Protests,B,b,#EndSARS Protests,1
398,MCQ,Given the Reza Shah's Modernization Efforts; which of the following events would allow for a person to have lived during both incidents?,b,Vietnam War,C,c,Women's Rights March,0
399,MCQ,Given the Kingdom of Iraq Independence; which of the following events would allow for a person to have lived during both incidents?,b,SilkAir Flight 185,D,d,2021 General Elections,0
400,MCQ,Given the Return of Hong Kong; which of the following events would allow for a person to have lived during both incidents?,b,Flooding of the Arno River,B,b,Flooding of the Arno River,1
401,MCQ,Given the Chauri Chaura Incident; which of the following events would allow for a person to have lived during both incidents?,d,Independence from Belgium,D,d,Independence from Belgium,1
402,MCQ,Given the Laju Ferry Hijacking; which of the following events would allow for a person to have lived during both incidents?,b,Libyan Civil War,B,b,Libyan Civil War,1
403,MCQ,Given the Discovery of Oil; which of the following events would allow for a person to have lived during both incidents?,b,Independence from France,A,a,Spanish Constitution of 1812,0
404,MCQ,Given the Vietnam Hosts APEC Summit; which of the following events would allow for a person to have lived during both incidents?,d,Independence from Portugal,D,d,Independence from Portugal,1
405,MCQ,Given the Battle of Điện Biên Phủ; which of the following events would allow for a person to have lived during both incidents?,a,Currency Convertibility Introduced,B,b,Confederation of Canada,0
